"id","utt","exp","race","gender","question","response","condition"
"R_1lspOGCHD12tPJo","bad","frown","A","F","social goal","2","bad frown"
"R_1LFOIjRgGW7AgdI","good","frown","B","F","informational goal","1","good frown"
"R_1LFOIjRgGW7AgdI","good","frown","B","F","social goal","1","good frown"
"R_1LFOIjRgGW7AgdI","good","smile","L","M","informational goal","2","good smile"
"R_1LFOIjRgGW7AgdI","good","smile","L","M","social goal","4","good smile"
"R_1LFOIjRgGW7AgdI","bad","frown","W","M","informational goal","3","bad frown"
"R_1LFOIjRgGW7AgdI","bad","frown","W","M","social goal","1","bad frown"
"R_1LFOIjRgGW7AgdI","bad","smile","A","F","informational goal","1","bad smile"
"R_1LFOIjRgGW7AgdI","bad","smile","A","F","social goal","2","bad smile"
"R_3HM3HZEzMSiXdNF","good","smile","L","M","informational goal","2","good smile"
"R_3HM3HZEzMSiXdNF","good","smile","L","M","social goal","4","good smile"
"R_3HM3HZEzMSiXdNF","good","frown","A","F","informational goal","1","good frown"
"R_3HM3HZEzMSiXdNF","good","frown","A","F","social goal","2","good frown"
"R_3HM3HZEzMSiXdNF","bad","smile","B","F","informational goal","4","bad smile"
"R_3HM3HZEzMSiXdNF","bad","smile","B","F","social goal","2","bad smile"
"R_3HM3HZEzMSiXdNF","bad","frown","W","M","informational goal","4","bad frown"
"R_3HM3HZEzMSiXdNF","bad","frown","W","M","social goal","1","bad frown"
"R_reUAw9m3RQjeqgF","good","frown","W","M","informational goal","2","good frown"
"R_reUAw9m3RQjeqgF","good","frown","W","M","social goal","2","good frown"
"R_reUAw9m3RQjeqgF","good","smile","L","M","informational goal","3","good smile"
"R_reUAw9m3RQjeqgF","good","smile","L","M","social goal","3","good smile"
"R_reUAw9m3RQjeqgF","bad","smile","B","F","informational goal","3","bad smile"
"R_reUAw9m3RQjeqgF","bad","smile","B","F","social goal","3","bad smile"
"R_reUAw9m3RQjeqgF","bad","frown","A","F","informational goal","2","bad frown"
"R_reUAw9m3RQjeqgF","bad","frown","A","F","social goal","1","bad frown"
"R_2YV6bMiO06PW0c6","good","frown","B","F","informational goal","3","good frown"
"R_2YV6bMiO06PW0c6","good","frown","B","F","social goal","2","good frown"
"R_2YV6bMiO06PW0c6","good","smile","L","M","informational goal","3","good smile"
"R_2YV6bMiO06PW0c6","good","smile","L","M","social goal","3","good smile"
"R_2YV6bMiO06PW0c6","bad","smile","W","M","informational goal","2","bad smile"
"R_2YV6bMiO06PW0c6","bad","smile","W","M","social goal","2","bad smile"
"R_2YV6bMiO06PW0c6","bad","frown","A","F","informational goal","2","bad frown"
"R_2YV6bMiO06PW0c6","bad","frown","A","F","social goal","2","bad frown"
"R_1hWrBfqlywh7S8v","good","frown","L","M","informational goal","1","good frown"
"R_1hWrBfqlywh7S8v","good","frown","L","M","social goal","2","good frown"
"R_1hWrBfqlywh7S8v","good","smile","B","F","informational goal","4","good smile"
"R_1hWrBfqlywh7S8v","good","smile","B","F","social goal","3","good smile"
"R_1hWrBfqlywh7S8v","bad","frown","W","M","informational goal","4","bad frown"
"R_1hWrBfqlywh7S8v","bad","frown","W","M","social goal","1","bad frown"
"R_1hWrBfqlywh7S8v","bad","smile","A","F","informational goal","1","bad smile"
"R_1hWrBfqlywh7S8v","bad","smile","A","F","social goal","1","bad smile"
"R_1hWqRcFwYyojJ0F","good","frown","W","M","informational goal","1","good frown"
"R_1hWqRcFwYyojJ0F","bad","frown","A","F","informational goal","4","bad frown"
"R_2zIOdoR4FAp7rkF","good","frown","L","M","informational goal","1","good frown"
"R_2zIOdoR4FAp7rkF","good","frown","L","M","social goal","3","good frown"
"R_2zIOdoR4FAp7rkF","good","smile","B","F","informational goal","4","good smile"
"R_2zIOdoR4FAp7rkF","good","smile","B","F","social goal","4","good smile"
"R_2zIOdoR4FAp7rkF","bad","frown","W","M","informational goal","2","bad frown"
"R_2zIOdoR4FAp7rkF","bad","frown","W","M","social goal","1","bad frown"
"R_2zIOdoR4FAp7rkF","bad","smile","A","F","informational goal","1","bad smile"
"R_2zIOdoR4FAp7rkF","bad","smile","A","F","social goal","1","bad smile"
"R_1PT6JR5XvLPM3l1","good","smile","L","M","informational goal","4","good smile"
"R_1PT6JR5XvLPM3l1","good","smile","L","M","social goal","4","good smile"
"R_1PT6JR5XvLPM3l1","good","frown","A","F","informational goal","1","good frown"
"R_1PT6JR5XvLPM3l1","good","frown","A","F","social goal","4","good frown"
"R_1PT6JR5XvLPM3l1","bad","smile","W","M","informational goal","1","bad smile"
"R_1PT6JR5XvLPM3l1","bad","smile","W","M","social goal","1","bad smile"
"R_1PT6JR5XvLPM3l1","bad","frown","B","F","informational goal","4","bad frown"
"R_1PT6JR5XvLPM3l1","bad","frown","B","F","social goal","1","bad frown"
"R_1FsnS0fgoDGNOyo","good","smile","A","F","informational goal","3","good smile"
"R_1FsnS0fgoDGNOyo","good","smile","A","F","social goal","1","good smile"
"R_1FsnS0fgoDGNOyo","good","frown","B","F","informational goal","3","good frown"
"R_1FsnS0fgoDGNOyo","good","frown","B","F","social goal","1","good frown"
"R_1FsnS0fgoDGNOyo","bad","smile","W","M","informational goal","3","bad smile"
"R_1FsnS0fgoDGNOyo","bad","smile","W","M","social goal","1","bad smile"
"R_1FsnS0fgoDGNOyo","bad","frown","L","M","informational goal","3","bad frown"
"R_1FsnS0fgoDGNOyo","bad","frown","L","M","social goal","1","bad frown"
"R_3IbEN6CNMxijo0J","good","frown","B","F","informational goal","2","good frown"
"R_3IbEN6CNMxijo0J","good","frown","B","F","social goal","4","good frown"
"R_3IbEN6CNMxijo0J","good","smile","W","M","informational goal","4","good smile"
"R_3IbEN6CNMxijo0J","good","smile","W","M","social goal","4","good smile"
"R_3IbEN6CNMxijo0J","bad","frown","A","F","informational goal","4","bad frown"
"R_3IbEN6CNMxijo0J","bad","frown","A","F","social goal","2","bad frown"
"R_1MKtEfLq3G87SSb","good","frown","L","M","informational goal","1","good frown"
"R_1MKtEfLq3G87SSb","good","frown","L","M","social goal","1","good frown"
"R_1MKtEfLq3G87SSb","good","smile","B","F","informational goal","3","good smile"
"R_1MKtEfLq3G87SSb","good","smile","B","F","social goal","3","good smile"
"R_1MKtEfLq3G87SSb","bad","frown","W","M","informational goal","3","bad frown"
"R_1MKtEfLq3G87SSb","bad","frown","W","M","social goal","2","bad frown"
"R_1MKtEfLq3G87SSb","bad","smile","A","F","informational goal","3","bad smile"
"R_1MKtEfLq3G87SSb","bad","smile","A","F","social goal","2","bad smile"
"R_3PyGD9Xvjcl86La","good","frown","L","M","informational goal","1","good frown"
"R_3PyGD9Xvjcl86La","good","frown","L","M","social goal","4","good frown"
"R_3PyGD9Xvjcl86La","good","smile","B","F","informational goal","2","good smile"
"R_3PyGD9Xvjcl86La","good","smile","B","F","social goal","3","good smile"
"R_3PyGD9Xvjcl86La","bad","frown","W","M","informational goal","4","bad frown"
"R_3PyGD9Xvjcl86La","bad","frown","W","M","social goal","1","bad frown"
"R_3PyGD9Xvjcl86La","bad","smile","A","F","informational goal","3","bad smile"
"R_3PyGD9Xvjcl86La","bad","smile","A","F","social goal","3","bad smile"
"R_2wSIJqN140LHbq6","good","frown","B","F","informational goal","1","good frown"
"R_2wSIJqN140LHbq6","good","frown","B","F","social goal","3","good frown"
"R_2wSIJqN140LHbq6","good","smile","L","M","informational goal","3","good smile"
"R_2wSIJqN140LHbq6","good","smile","L","M","social goal","2","good smile"
"R_2wSIJqN140LHbq6","bad","frown","W","M","informational goal","4","bad frown"
"R_2wSIJqN140LHbq6","bad","frown","W","M","social goal","1","bad frown"
"R_2wSIJqN140LHbq6","bad","smile","A","F","informational goal","1","bad smile"
"R_2wSIJqN140LHbq6","bad","smile","A","F","social goal","2","bad smile"
"R_C7eWYpOm4yQryIp","good","smile","A","F","informational goal","2","good smile"
"R_C7eWYpOm4yQryIp","good","smile","A","F","social goal","4","good smile"
"R_C7eWYpOm4yQryIp","good","frown","B","F","informational goal","1","good frown"
"R_C7eWYpOm4yQryIp","good","frown","B","F","social goal","4","good frown"
"R_C7eWYpOm4yQryIp","bad","smile","W","M","informational goal","4","bad smile"
"R_C7eWYpOm4yQryIp","bad","smile","W","M","social goal","4","bad smile"
"R_C7eWYpOm4yQryIp","bad","frown","L","M","informational goal","4","bad frown"
"R_C7eWYpOm4yQryIp","bad","frown","L","M","social goal","2","bad frown"
"R_xhMOy9YlI70D2sV","good","frown","W","M","informational goal","1","good frown"
"R_xhMOy9YlI70D2sV","good","frown","W","M","social goal","4","good frown"
"R_xhMOy9YlI70D2sV","good","smile","L","M","informational goal","2","good smile"
"R_xhMOy9YlI70D2sV","good","smile","L","M","social goal","4","good smile"
"R_xhMOy9YlI70D2sV","bad","frown","B","F","informational goal","4","bad frown"
"R_xhMOy9YlI70D2sV","bad","frown","B","F","social goal","2","bad frown"
"R_xhMOy9YlI70D2sV","bad","smile","A","F","informational goal","3","bad smile"
"R_xhMOy9YlI70D2sV","bad","smile","A","F","social goal","4","bad smile"
"R_3G2MIg0MKzcZPrT","good","smile","A","F","informational goal","1","good smile"
"R_3G2MIg0MKzcZPrT","good","smile","A","F","social goal","3","good smile"
"R_3G2MIg0MKzcZPrT","good","frown","L","M","informational goal","1","good frown"
"R_3G2MIg0MKzcZPrT","good","frown","L","M","social goal","3","good frown"
"R_3G2MIg0MKzcZPrT","bad","smile","B","F","informational goal","1","bad smile"
"R_3G2MIg0MKzcZPrT","bad","smile","B","F","social goal","1","bad smile"
"R_3G2MIg0MKzcZPrT","bad","frown","W","M","informational goal","3","bad frown"
"R_3G2MIg0MKzcZPrT","bad","frown","W","M","social goal","1","bad frown"
"R_wXhcJRdcDoW3Rq9","good","smile","B","F","informational goal","4","good smile"
"R_wXhcJRdcDoW3Rq9","good","smile","B","F","social goal","3","good smile"
"R_wXhcJRdcDoW3Rq9","good","frown","A","F","informational goal","1","good frown"
"R_wXhcJRdcDoW3Rq9","good","frown","A","F","social goal","4","good frown"
"R_wXhcJRdcDoW3Rq9","bad","smile","L","M","informational goal","4","bad smile"
"R_wXhcJRdcDoW3Rq9","bad","smile","L","M","social goal","2","bad smile"
"R_wXhcJRdcDoW3Rq9","bad","frown","W","M","informational goal","4","bad frown"
"R_wXhcJRdcDoW3Rq9","bad","frown","W","M","social goal","1","bad frown"
"R_2e9l3ouOKHt3xMC","good","smile","A","F","informational goal","3","good smile"
"R_2e9l3ouOKHt3xMC","good","smile","A","F","social goal","3","good smile"
"R_2e9l3ouOKHt3xMC","good","frown","W","M","informational goal","2","good frown"
"R_2e9l3ouOKHt3xMC","good","frown","W","M","social goal","2","good frown"
"R_2e9l3ouOKHt3xMC","bad","frown","B","F","informational goal","2","bad frown"
"R_2e9l3ouOKHt3xMC","bad","frown","B","F","social goal","2","bad frown"
"R_2e9l3ouOKHt3xMC","bad","smile","L","M","informational goal","2","bad smile"
"R_2e9l3ouOKHt3xMC","bad","smile","L","M","social goal","2","bad smile"
"R_2qkK9GmfogdiRJs","good","smile","W","M","informational goal","2","good smile"
"R_2qkK9GmfogdiRJs","good","smile","W","M","social goal","4","good smile"
"R_2qkK9GmfogdiRJs","good","frown","A","F","informational goal","1","good frown"
"R_2qkK9GmfogdiRJs","good","frown","A","F","social goal","3","good frown"
"R_2qkK9GmfogdiRJs","bad","frown","L","M","informational goal","2","bad frown"
"R_2qkK9GmfogdiRJs","bad","frown","L","M","social goal","1","bad frown"
"R_2qkK9GmfogdiRJs","bad","smile","B","F","informational goal","1","bad smile"
"R_2qkK9GmfogdiRJs","bad","smile","B","F","social goal","1","bad smile"
"R_29oZOQVYzyCzD8N","good","smile","A","F","informational goal","3","good smile"
"R_29oZOQVYzyCzD8N","good","smile","A","F","social goal","2","good smile"
"R_29oZOQVYzyCzD8N","good","frown","L","M","informational goal","1","good frown"
"R_29oZOQVYzyCzD8N","good","frown","L","M","social goal","2","good frown"
"R_29oZOQVYzyCzD8N","bad","smile","W","M","informational goal","2","bad smile"
"R_29oZOQVYzyCzD8N","bad","smile","W","M","social goal","2","bad smile"
"R_29oZOQVYzyCzD8N","bad","frown","B","F","informational goal","3","bad frown"
"R_29oZOQVYzyCzD8N","bad","frown","B","F","social goal","1","bad frown"
"R_vNY0qauWDmhbOF3","good","frown","L","M","informational goal","1","good frown"
"R_vNY0qauWDmhbOF3","good","frown","L","M","social goal","4","good frown"
"R_vNY0qauWDmhbOF3","good","smile","B","F","informational goal","4","good smile"
"R_vNY0qauWDmhbOF3","good","smile","B","F","social goal","2","good smile"
"R_vNY0qauWDmhbOF3","bad","smile","W","M","informational goal","2","bad smile"
"R_vNY0qauWDmhbOF3","bad","smile","W","M","social goal","1","bad smile"
"R_vNY0qauWDmhbOF3","bad","frown","A","F","informational goal","4","bad frown"
"R_vNY0qauWDmhbOF3","bad","frown","A","F","social goal","3","bad frown"
"R_RwAYQFgRY44Bwo9","good","smile","L","M","informational goal","4","good smile"
"R_RwAYQFgRY44Bwo9","good","smile","L","M","social goal","4","good smile"
"R_RwAYQFgRY44Bwo9","good","frown","A","F","informational goal","1","good frown"
"R_RwAYQFgRY44Bwo9","good","frown","A","F","social goal","4","good frown"
"R_RwAYQFgRY44Bwo9","bad","smile","B","F","informational goal","1","bad smile"
"R_RwAYQFgRY44Bwo9","bad","smile","B","F","social goal","1","bad smile"
"R_RwAYQFgRY44Bwo9","bad","frown","W","M","informational goal","4","bad frown"
"R_RwAYQFgRY44Bwo9","bad","frown","W","M","social goal","2","bad frown"
"R_1Nmk3UWMNFqAmiF","good","smile","B","F","informational goal","2","good smile"
"R_1Nmk3UWMNFqAmiF","good","smile","B","F","social goal","2","good smile"
"R_1Nmk3UWMNFqAmiF","good","frown","A","F","informational goal","1","good frown"
"R_1Nmk3UWMNFqAmiF","good","frown","A","F","social goal","4","good frown"
"R_1Nmk3UWMNFqAmiF","bad","smile","L","M","informational goal","2","bad smile"
"R_1Nmk3UWMNFqAmiF","bad","smile","L","M","social goal","1","bad smile"
"R_1Nmk3UWMNFqAmiF","bad","frown","W","M","informational goal","3","bad frown"
"R_1Nmk3UWMNFqAmiF","bad","frown","W","M","social goal","1","bad frown"
"R_1C8QbOXVLhCNVCi","good","frown","L","M","informational goal","1","good frown"
"R_1C8QbOXVLhCNVCi","good","frown","L","M","social goal","2","good frown"
"R_1C8QbOXVLhCNVCi","good","smile","B","F","informational goal","2","good smile"
"R_1C8QbOXVLhCNVCi","good","smile","B","F","social goal","3","good smile"
"R_1C8QbOXVLhCNVCi","bad","smile","W","M","informational goal","3","bad smile"
"R_1C8QbOXVLhCNVCi","bad","smile","W","M","social goal","3","bad smile"
"R_1C8QbOXVLhCNVCi","bad","frown","A","F","informational goal","4","bad frown"
"R_1C8QbOXVLhCNVCi","bad","frown","A","F","social goal","1","bad frown"
"R_3iUrQgrxgyzTMlW","good","smile","A","F","informational goal","4","good smile"
"R_3iUrQgrxgyzTMlW","good","smile","A","F","social goal","4","good smile"
"R_3iUrQgrxgyzTMlW","good","frown","B","F","informational goal","2","good frown"
"R_3iUrQgrxgyzTMlW","good","frown","B","F","social goal","3","good frown"
"R_3iUrQgrxgyzTMlW","bad","smile","L","M","informational goal","2","bad smile"
"R_3iUrQgrxgyzTMlW","bad","smile","L","M","social goal","3","bad smile"
"R_3iUrQgrxgyzTMlW","bad","frown","W","M","informational goal","3","bad frown"
"R_3iUrQgrxgyzTMlW","bad","frown","W","M","social goal","3","bad frown"
"R_1d4BIExE6wR7cUB","good","smile","L","M","informational goal","4","good smile"
"R_1d4BIExE6wR7cUB","good","smile","L","M","social goal","2","good smile"
"R_1d4BIExE6wR7cUB","good","frown","A","F","informational goal","1","good frown"
"R_1d4BIExE6wR7cUB","good","frown","A","F","social goal","4","good frown"
"R_1d4BIExE6wR7cUB","bad","smile","B","F","informational goal","2","bad smile"
"R_1d4BIExE6wR7cUB","bad","smile","B","F","social goal","1","bad smile"
"R_1d4BIExE6wR7cUB","bad","frown","W","M","informational goal","4","bad frown"
"R_1d4BIExE6wR7cUB","bad","frown","W","M","social goal","1","bad frown"
"R_25YrygBcvpIVtw4","good","frown","L","M","informational goal","1","good frown"
"R_25YrygBcvpIVtw4","good","frown","L","M","social goal","3","good frown"
"R_25YrygBcvpIVtw4","good","smile","W","M","informational goal","3","good smile"
"R_25YrygBcvpIVtw4","good","smile","W","M","social goal","3","good smile"
"R_25YrygBcvpIVtw4","bad","smile","B","F","informational goal","3","bad smile"
"R_25YrygBcvpIVtw4","bad","smile","B","F","social goal","2","bad smile"
"R_25YrygBcvpIVtw4","bad","frown","A","F","informational goal","2","bad frown"
"R_25YrygBcvpIVtw4","bad","frown","A","F","social goal","2","bad frown"
"R_2SufUpOrI8ntbVg","good","smile","A","F","informational goal","3","good smile"
"R_2SufUpOrI8ntbVg","good","smile","A","F","social goal","3","good smile"
"R_2SufUpOrI8ntbVg","good","frown","W","M","informational goal","1","good frown"
"R_2SufUpOrI8ntbVg","good","frown","W","M","social goal","4","good frown"
"R_2SufUpOrI8ntbVg","bad","frown","B","F","informational goal","3","bad frown"
"R_2SufUpOrI8ntbVg","bad","frown","B","F","social goal","1","bad frown"
"R_2SufUpOrI8ntbVg","bad","smile","L","M","informational goal","4","bad smile"
"R_2SufUpOrI8ntbVg","bad","smile","L","M","social goal","2","bad smile"
"R_T4QVg7WdaQv0sY9","good","smile","B","F","informational goal","3","good smile"
"R_T4QVg7WdaQv0sY9","good","smile","B","F","social goal","2","good smile"
"R_T4QVg7WdaQv0sY9","good","frown","A","F","informational goal","1","good frown"
"R_T4QVg7WdaQv0sY9","good","frown","A","F","social goal","3","good frown"
"R_T4QVg7WdaQv0sY9","bad","smile","W","M","informational goal","3","bad smile"
"R_T4QVg7WdaQv0sY9","bad","smile","W","M","social goal","3","bad smile"
"R_T4QVg7WdaQv0sY9","bad","frown","L","M","informational goal","4","bad frown"
"R_T4QVg7WdaQv0sY9","bad","frown","L","M","social goal","1","bad frown"
"R_2TWXydaeKDEVVlH","good","frown","W","M","informational goal","1","good frown"
"R_2TWXydaeKDEVVlH","good","frown","W","M","social goal","4","good frown"
"R_2TWXydaeKDEVVlH","good","smile","L","M","informational goal","3","good smile"
"R_2TWXydaeKDEVVlH","good","smile","L","M","social goal","2","good smile"
"R_2TWXydaeKDEVVlH","bad","smile","B","F","informational goal","4","bad smile"
"R_2TWXydaeKDEVVlH","bad","smile","B","F","social goal","4","bad smile"
"R_2TWXydaeKDEVVlH","bad","frown","A","F","informational goal","4","bad frown"
"R_2TWXydaeKDEVVlH","bad","frown","A","F","social goal","1","bad frown"
"R_3hGv5FPsAw6r59v","good","smile","A","F","informational goal","3","good smile"
"R_3hGv5FPsAw6r59v","good","smile","A","F","social goal","2","good smile"
"R_3hGv5FPsAw6r59v","good","frown","L","M","informational goal","1","good frown"
"R_3hGv5FPsAw6r59v","good","frown","L","M","social goal","3","good frown"
"R_3hGv5FPsAw6r59v","bad","smile","W","M","informational goal","1","bad smile"
"R_3hGv5FPsAw6r59v","bad","smile","W","M","social goal","1","bad smile"
"R_3hGv5FPsAw6r59v","bad","frown","B","F","informational goal","3","bad frown"
"R_3hGv5FPsAw6r59v","bad","frown","B","F","social goal","1","bad frown"
"R_2RNSMLWtLhZhR5s","good","frown","B","F","informational goal","1","good frown"
"R_2RNSMLWtLhZhR5s","good","frown","B","F","social goal","4","good frown"
"R_2RNSMLWtLhZhR5s","good","smile","L","M","informational goal","4","good smile"
"R_2RNSMLWtLhZhR5s","good","smile","L","M","social goal","4","good smile"
"R_2RNSMLWtLhZhR5s","bad","frown","W","M","informational goal","4","bad frown"
"R_2RNSMLWtLhZhR5s","bad","frown","W","M","social goal","1","bad frown"
"R_2RNSMLWtLhZhR5s","bad","smile","A","F","informational goal","1","bad smile"
"R_2RNSMLWtLhZhR5s","bad","smile","A","F","social goal","2","bad smile"
"R_2zHDCGQpJaEwxRr","good","frown","L","M","informational goal","1","good frown"
"R_2zHDCGQpJaEwxRr","good","frown","L","M","social goal","3","good frown"
"R_2zHDCGQpJaEwxRr","good","smile","B","F","informational goal","2","good smile"
"R_2zHDCGQpJaEwxRr","good","smile","B","F","social goal","3","good smile"
"R_2zHDCGQpJaEwxRr","bad","smile","W","M","informational goal","3","bad smile"
"R_2zHDCGQpJaEwxRr","bad","smile","W","M","social goal","1","bad smile"
"R_2zHDCGQpJaEwxRr","bad","frown","A","F","informational goal","4","bad frown"
"R_2zHDCGQpJaEwxRr","bad","frown","A","F","social goal","1","bad frown"
"R_3jZsgvvbHe9aBgV","good","smile","B","F","informational goal","2","good smile"
"R_3jZsgvvbHe9aBgV","good","smile","B","F","social goal","3","good smile"
"R_3jZsgvvbHe9aBgV","good","frown","A","F","informational goal","1","good frown"
"R_3jZsgvvbHe9aBgV","good","frown","A","F","social goal","4","good frown"
"R_3jZsgvvbHe9aBgV","bad","smile","L","M","informational goal","4","bad smile"
"R_3jZsgvvbHe9aBgV","bad","smile","L","M","social goal","1","bad smile"
"R_3jZsgvvbHe9aBgV","bad","frown","W","M","informational goal","4","bad frown"
"R_3jZsgvvbHe9aBgV","bad","frown","W","M","social goal","1","bad frown"
"R_aWg0KLHOnopgBcB","good","frown","B","F","informational goal","1","good frown"
"R_aWg0KLHOnopgBcB","good","frown","B","F","social goal","4","good frown"
"R_aWg0KLHOnopgBcB","good","smile","L","M","informational goal","2","good smile"
"R_aWg0KLHOnopgBcB","good","smile","L","M","social goal","3","good smile"
"R_aWg0KLHOnopgBcB","bad","frown","W","M","informational goal","4","bad frown"
"R_aWg0KLHOnopgBcB","bad","frown","W","M","social goal","1","bad frown"
"R_aWg0KLHOnopgBcB","bad","smile","A","F","informational goal","3","bad smile"
"R_aWg0KLHOnopgBcB","bad","smile","A","F","social goal","1","bad smile"
"R_3pnmLR2uwVteYWw","good","frown","L","M","informational goal","1","good frown"
"R_3pnmLR2uwVteYWw","good","frown","L","M","social goal","4","good frown"
